lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.245328
# Diagonal elements of inverse mass matrix:
# 0.0162851, 0.00535544, 0.0340903, 0.0159461, 0.0100249, 0.0160364, 0.00814843, 0.00520116, 0.0324414, 0.0143965, 0.0262255, 0.00996754, 0.487102, 0.0139038, 0.594178, 0.0537168, 0.065336, 0.0538195, 0.0343875, 0.251827, 0.161279, 0.0202536, 0.201722, 0.279137, 0.0484907, 0.0698622, 0.374306, 2.32938, 0.108153
-4189.95,0.926699,0.245328,4,15,0,4202.55,65.2747,25.9886,187.301,48.3135,64.6343,67.6436,19.7486,52.8872,17.45,104.557,142.564,32.3303,244.664,0.332657,0.114029,0.153244,0.12925,0.204616,0.180313,0.0631826,0.113572,0.305316,0.219312,0.0559962,0.0640981,0.126577,0.0220138,-1.75558,0.982823,-34.2998,-36.8495,-32.4945,-47.2931,-40.0057,-40.1526,-39.2257,-48.5886,-38.8521,-35.3209,-48.9617,-37.4806,-39.0469,-36.4538,-41.4509,-48.3989,-43.8704,-34.5404,-40.8999,-41.5627,-35.2371,-41.6292,-44.3722,-40.2912,-40.4054,-33.4166,-33.0088,-38.9411,-42.578,-32.4979,-32.5406,-38.5412,-38.3459,-32.9285,-39.0181,-32.8574,-29.2276,-48.1044,-37.2207,-42.5584,-44.9108,-42.1178,-36.4144,-38.0207,-35.3219,-34.1528,-29.093,-39.8129,-37.2308,-37.5923,-45.9172,-46.6833,-34.8494,-35.3197,-32.9417,-35.4555,-40.1505,-42.9947,-43.9372,-42.3688,-40.3801,-46.1928,-50.8727,-27.8379,-32.6237,-42.3956,-39.7731,-30.9254,-34.3335,-36.4998,-33.9425,-29.8149,-37.4635,-35.1363,-44.5358,-30.4094,-34.301,-42.2869,-40.6123,-33.3701,-42.3039,-38.9568,-41.571,-26.8317,-42.6315,-52.683,-42.8901,-38.0377,-39.5092,-38.4237,-40.3287,-44.617,-43.9159,-38.467,-41.0172,-37.0576,-35.1417,-36.8007,-37.8685,-32.8999,-38.274,-32.48,-30.3502,-35.212,-30.3668,-38.7759,-38.6539,-33.8009,-39.794,-42.6195
-4187.6,0.928261,0.245328,4,15,0,4203.01,66.091,26.5377,184.49,47.0252,67.8143,67.4994,19.6127,53.453,16.7254,106.452,141.093,31.8056,230.402,0.333962,0.134352,0.148604,0.131675,0.20074,0.188513,0.0644841,0.112893,0.307179,0.213675,0.0592083,0.0629717,0.127319,0.0273472,-1.88316,0.853507,-34.3168,-36.9994,-32.3156,-47.1911,-40.0064,-40.3275,-38.8701,-48.2999,-38.8833,-35.5343,-48.9845,-37.5399,-38.9841,-36.6169,-41.3685,-48.603,-43.7989,-34.5613,-40.9776,-41.4315,-35.1337,-41.4539,-44.5321,-40.3025,-40.3089,-33.5047,-33.0854,-38.9467,-42.3805,-32.5897,-32.4269,-38.6046,-38.1835,-32.766,-38.8385,-32.8271,-29.2389,-47.9235,-37.1873,-42.4122,-44.9459,-41.9002,-36.0701,-37.9239,-35.2945,-34.1579,-29.0574,-39.6964,-36.9827,-37.4416,-45.815,-46.5256,-34.8016,-35.3285,-32.942,-35.43,-40.1292,-43.1552,-44.2882,-42.8541,-40.3996,-46.5839,-50.8475,-27.9072,-32.4034,-42.6056,-39.9069,-31.0314,-34.2217,-36.5001,-33.9987,-29.8976,-37.3143,-35.0637,-44.4227,-30.3584,-34.0169,-42.3793,-40.309,-33.3684,-42.5457,-38.9328,-41.4804,-26.9677,-42.5564,-52.5811,-42.7348,-38.2124,-39.45,-38.2837,-40.386,-44.8607,-44.2436,-38.5068,-41.1476,-36.9169,-35.1027,-36.8887,-37.7871,-32.9493,-38.255,-32.3542,-30.3555,-35.1578,-30.3143,-38.6799,-38.7944,-33.9149,-39.6841,-42.718
-4185.8,0.953645,0.245328,4,15,0,4199.76,72.2299,29.0611,196.809,53.2696,73.7048,61.1498,20.3587,49.2496,16.8596,102.184,138.212,25.029,212.189,0.326359,0.127994,0.179742,0.16967,0.173238,0.2143,0.0690101,0.0850881,0.369901,0.150783,0.124399,0.0723302,0.193444,0.0592339,-1.64847,0.686887,-34.1358,-37.1831,-31.8764,-47.7392,-40.5731,-40.1439,-38.1804,-48.317,-38.7948,-35.7511,-49.2224,-37.2709,-39.4846,-37.1331,-41.2109,-49.2071,-43.3619,-35.1233,-40.055,-43.5296,-34.8675,-41.1277,-44.738,-40.436,-40.109,-32.9478,-32.8495,-38.3448,-42.4311,-33.2788,-32.2986,-38.3269,-37.5574,-32.8426,-39.1099,-32.7406,-28.7224,-48.4584,-37.5187,-42.3589,-43.5627,-41.0014,-35.384,-37.7681,-35,-33.7596,-29.3122,-39.1638,-36.013,-36.0365,-45.2437,-46.8397,-34.6143,-35.5131,-32.6997,-35.401,-40.1542,-44.936,-43.9161,-43.9105,-40.8686,-45.9125,-51.1906,-27.9439,-31.5258,-43.6307,-40.0525,-31.9416,-34.8264,-36.5068,-33.723,-30.0499,-37.5633,-35.3467,-44.2585,-31.0707,-35.0878,-41.6779,-40.0652,-33.3915,-42.7027,-38.8038,-41.7194,-27.0756,-41.4747,-52.919,-42.7096,-40.0397,-39.2768,-37.5939,-40.6857,-44.7755,-44.5928,-38.6183,-40.955,-36.3387,-34.9136,-37.7897,-37.638,-33.2743,-38.0413,-32.2674,-31.0831,-35.8217,-30.3171,-38.5154,-38.4276,-33.7492,-39.749,-42.4057
-4188.57,0.969332,0.245328,4,15,0,4199.36,72.8109,27.7725,168.779,47.1468,70.7813,67.5199,23.6202,53.7004,18.59,101.822,139.573,27.4206,123.961,0.336499,0.0837689,0.251497,0.210848,0.200816,0.162701,0.100234,0.101059,0.254759,0.14668,0.0763568,0.0562949,0.199124,0.108381,-1.70468,0.59509,-34.3326,-37.1007,-32.2983,-47.6092,-40.2023,-39.634,-39.2086,-48.2287,-39.4106,-35.7963,-49.6361,-37.7086,-38.9806,-37.1652,-40.2389,-49.7797,-43.4804,-34.8601,-40.0675,-42.3299,-35.3101,-40.9462,-43.9224,-40.5025,-39.986,-33.2404,-33.0297,-38.7773,-42.2024,-32.8691,-32.5962,-38.1978,-38.5813,-32.9727,-38.9081,-32.6324,-31.119,-47.3672,-37.3914,-41.9379,-44.3636,-41.8146,-35.5796,-39.1059,-35.5338,-34.0975,-28.5606,-39.3806,-37.0415,-36.2986,-45.886,-46.5378,-34.998,-36.3304,-32.7267,-35.6341,-40.2099,-44.3249,-45.3904,-43.0336,-40.8075,-45.7735,-51.9985,-27.7117,-32.272,-43.4363,-39.7237,-31.2149,-34.2811,-38.6775,-34.2096,-30.1669,-36.9227,-35.2042,-44.4223,-31.2427,-34.2098,-41.6994,-40.1488,-33.4761,-41.7181,-38.6359,-41.4606,-27.0377,-41.9773,-51.8698,-42.3592,-40.0021,-39.4114,-37.6,-40.6598,-44.3149,-43.8195,-38.9105,-40.8666,-36.8003,-34.3428,-36.1555,-37.9364,-33.1757,-38.332,-32.1149,-30.498,-35.1203,-30.283,-38.7345,-38.8476,-34.3368,-39.5987,-43.1119
-4189.9,0.856043,0.245328,3,7,0,4205.09,74.0675,27.0393,167.487,48.0279,69.1594,67.986,24.0617,53.8386,18.5662,105.544,138.754,27.7559,115.019,0.342563,0.0799518,0.25313,0.206504,0.194055,0.161242,0.105091,0.086844,0.253314,0.137177,0.119557,0.058883,0.199257,0.0941159,-1.7228,0.549023,-34.2191,-37.167,-32.6486,-47.4859,-40.194,-39.5656,-39.2961,-48.2732,-39.6149,-35.7386,-49.6944,-37.8404,-39.0695,-37.0675,-39.4921,-49.8645,-43.6205,-34.7719,-40.135,-42.1362,-35.4145,-40.7385,-43.8516,-40.5712,-39.835,-33.3041,-33.0441,-38.8696,-42.1324,-32.809,-32.5706,-38.2429,-38.6639,-32.912,-38.7816,-32.4666,-31.2847,-47.3161,-37.4774,-41.4704,-44.7181,-41.8471,-35.6925,-39.1507,-35.5944,-34.0142,-28.5005,-39.5257,-37.1882,-36.3778,-46.5186,-46.4592,-34.9388,-36.4222,-32.7318,-35.6289,-40.1751,-45.0675,-44.7035,-42.8288,-40.4968,-45.7245,-52.1241,-27.7056,-32.4227,-43.4433,-39.7109,-31.2593,-34.2773,-38.9858,-34.1601,-30.0614,-36.6978,-35.266,-44.6971,-31.0878,-34.3571,-41.7654,-40.6354,-33.1166,-41.6456,-38.395,-41.5478,-27.2813,-42.5187,-52.7759,-42.6726,-39.4046,-39.4601,-37.7989,-40.6849,-44.3246,-43.7496,-38.9395,-41.0541,-36.8083,-34.2848,-36.123,-37.8959,-33.1856,-38.3957,-31.8944,-30.496,-34.9849,-30.1017,-38.6641,-38.8568,-34.2619,-39.6103,-43.3482
-4192.58,0.927712,0.245328,4,15,0,4207.01,66.1959,33.1629,216.507,61.0114,78.7586,67.2705,18.777,57.04,15.2683,122.592,143.752,32.4484,205.746,0.300768,0.0694477,0.149647,0.114416,0.152101,0.217278,0.0838234,0.242507,0.33924,0.123485,0.105765,0.0705009,0.169983,0.0422267,-1.79967,0.652385,-34.5292,-37.4679,-32.3186,-47.0901,-39.4805,-40.6241,-38.5197,-48.4831,-38.566,-35.7914,-48.6291,-38.4321,-39.2368,-37.0584,-42.1944,-49.8157,-43.0112,-35.2488,-41.1569,-44.1273,-34.8309,-41.1015,-45.8384,-39.8556,-39.9563,-33.4546,-33.408,-37.9032,-42.1112,-32.6924,-31.8204,-38.127,-37.8437,-32.4885,-38.9207,-32.7168,-29.482,-49.9521,-37.9648,-44.0656,-45.26,-41.2935,-35.7885,-38.333,-34.5758,-33.717,-30.2184,-38.7867,-36.5128,-36.2335,-45.2711,-46.2165,-34.1802,-34.639,-32.3269,-34.8892,-39.8938,-45.9114,-43.9988,-43.657,-40.8486,-46.8585,-50.9792,-28.4713,-30.9485,-42.8945,-40.1813,-32.0299,-34.4519,-37.5124,-34.5076,-29.9989,-37.3479,-34.7736,-45.8585,-31.2723,-34.0652,-42.4923,-40.0155,-32.7881,-43.4791,-38.6906,-41.1002,-27.3714,-43.0226,-53.8592,-41.7837,-40.424,-38.843,-37.3427,-39.7711,-44.9594,-44.1632,-38.1065,-41.1779,-36.102,-34.9526,-38.088,-37.18,-32.8846,-37.721,-32.0029,-30.8253,-34.855,-30.2232,-38.1559,-38.1758,-33.4818,-39.4113,-42.1215
-4190.72,0.927632,0.245328,4,31,0,4210.39,88.0995,31.1072,228.171,52.1848,82.9189,79.5244,23.3195,61.1916,22.6876,126.32,167.641,33.7259,139.665,0.374406,0.0567965,0.229057,0.17533,0.254597,0.227374,0.0821435,0.0948391,0.271716,0.158039,0.0680593,0.0541669,0.125188,0.0708463,-1.81817,0.564942,-34.0672,-36.2245,-31.6039,-47.2503,-41.0407,-39.88,-38.2649,-48.5481,-38.8929,-35.3419,-49.5354,-36.5236,-39.4275,-36.5019,-41.0141,-49.3802,-42.5546,-34.7271,-40.7339,-44.0773,-34.558,-40.8824,-43.8902,-40.161,-39.7589,-33.0674,-32.3601,-38.2376,-41.8799,-33.2731,-32.4707,-38.5403,-37.9804,-32.7423,-38.8641,-32.8619,-31.2428,-47.9662,-38.4808,-42.9577,-44.4797,-41.059,-35.7972,-38.7556,-34.9261,-33.7914,-30.1801,-39.0262,-35.778,-36.4563,-46.0936,-46.8147,-34.4023,-36.1918,-32.6912,-35.1811,-39.8829,-44.3136,-45.9998,-43.7964,-40.4202,-47.3978,-51.1466,-28.4603,-32.1764,-44.043,-39.4913,-30.7924,-34.2943,-37.3114,-34.1955,-29.7147,-37.1383,-35.1962,-44.9849,-31.4192,-34.6699,-42.2137,-40.2395,-33.3012,-43.0712,-38.3025,-41.2156,-26.9154,-41.9669,-53.4447,-42.3841,-41.1045,-39.2054,-37.6437,-40.4747,-45.3395,-45.192,-38.2104,-40.7782,-36.7462,-34.3209,-35.9871,-37.5805,-33.1077,-37.808,-32.5079,-29.918,-35.5348,-30.1013,-38.343,-38.803,-34.2877,-39.7487,-42.7774
-4192.07,0.84651,0.245328,4,15,0,4206.48,70.0726,31.3353,201.751,66.0664,84.9907,75.1713,21.2326,50.2616,12.8347,122.062,156.945,27.5591,231.385,0.385883,0.085777,0.118124,0.182016,0.167287,0.142981,0.086734,0.101439,0.367167,0.254871,0.049029,0.0490309,0.293341,0.0237567,-1.76341,0.855824,-34.6172,-37.4707,-32.3118,-46.2489,-40.6584,-40.6359,-38.4648,-49.7029,-39.2103,-36.2872,-49.4983,-39.4772,-39.2634,-36.5112,-41.9793,-48.5266,-44.2784,-35.0685,-40.4815,-42.5865,-35.7985,-40.9064,-45.5821,-40.4832,-39.8655,-33.0459,-32.3845,-38.6282,-42.3949,-33.21,-32.2259,-38.1966,-37.402,-32.7526,-38.9046,-32.8143,-30.9883,-47.7739,-37.6035,-42.0292,-42.9905,-42.2357,-35.5793,-36.9542,-35.1796,-33.7183,-30.0689,-39.5158,-36.4893,-36.54,-45.3628,-46.4797,-34.646,-34.8076,-32.4681,-35.3389,-40.1473,-43.071,-43.9059,-43.4301,-40.5984,-44.8746,-50.8071,-28.906,-31.8221,-43.1485,-40.3352,-31.7756,-34.33,-38.1,-34.3506,-30.4927,-37.0114,-35.3815,-44.6263,-32.2011,-34.5839,-41.91,-40.6154,-33.5474,-43.5434,-38.6435,-41.1463,-26.581,-40.9697,-52.1616,-42.0651,-38.6188,-39.3932,-37.5711,-40.5961,-44.3426,-44.0273,-38.9714,-40.7425,-35.8001,-33.8473,-36.7996,-37.3448,-33.3728,-38.2753,-32.5019,-30.4337,-36.2752,-30.1101,-37.9446,-38.4548,-34.9364,-39.6467,-42.7032
-4195.32,0.847169,0.245328,4,15,0,4211.92,75.8216,33.1836,184.819,61.9246,85.0493,74.8013,23.904,53.943,16.7183,110.88,165.451,27.4759,179.577,0.406965,0.0507434,0.132876,0.204733,0.216619,0.135432,0.0960426,0.101168,0.400682,0.216396,0.132811,0.0725605,0.147227,0.0664416,-1.90483,0.644042,-33.6952,-37.2824,-32.5894,-46.3659,-40.8795,-40.0588,-38.467,-50.8147,-39.272,-36.3005,-49.524,-36.9359,-39.062,-37.0864,-41.6549,-49.741,-43.9461,-35.3575,-42.0854,-43.1547,-34.734,-40.297,-44.6145,-40.4334,-40.2031,-33.3002,-33.0909,-38.8445,-42.4574,-33.2171,-32.0171,-38.1286,-37.58,-32.6043,-38.4833,-33.204,-30.9552,-49.5096,-37.6824,-41.796,-42.4339,-41.5729,-36.1648,-37.569,-34.9955,-33.8828,-29.428,-39.5267,-36.4528,-36.5166,-46.1532,-46.4623,-34.5408,-35.4516,-33.308,-35.3293,-39.7441,-43.9863,-42.8161,-43.0555,-40.3809,-45.8533,-51.0548,-27.7623,-32.1726,-44.1696,-40.4662,-32.4865,-34.1647,-38.0316,-33.0968,-30.7233,-36.7113,-35.1844,-45.3728,-31.0463,-36.0643,-41.936,-41.0214,-32.8134,-43.2356,-38.0645,-41.2369,-26.6635,-41.8483,-52.4794,-42.7398,-39.3375,-39.6411,-38.5792,-40.8723,-44.1172,-44.1375,-38.8127,-40.5132,-36.04,-34.7554,-37.7096,-37.3299,-33.0636,-38.4129,-32.4015,-30.8526,-36.113,-29.9234,-38.0687,-38.5094,-34.4122,-39.3791,-42.9843
-4195.26,0.919753,0.245328,4,15,0,4206.68,76.0721,29.223,209.044,48.2089,77.7135,69.4888,21.6908,58.1747,17.5405,137.077,158.373,31.9099,198.77,0.330678,0.0217363,0.164033,0.111846,0.199361,0.232997,0.0445986,0.0900586,0.287664,0.254712,0.0410122,0.0466286,0.298815,0.0295414,-1.94973,1.16225,-34.442,-37.0617,-31.5092,-46.851,-39.3123,-40.5794,-38.2758,-47.8777,-38.9262,-35.806,-48.7877,-40.4275,-38.5931,-36.4477,-41.3757,-48.0163,-43.7018,-34.3837,-41.5423,-42.1516,-36.5102,-41.1232,-44.7593,-40.5909,-39.7126,-32.8748,-32.7505,-38.3872,-41.911,-32.9944,-32.0313,-38.3096,-38.1542,-32.6051,-38.4235,-32.2499,-28.5414,-48.7046,-37.7377,-42.4577,-46.9143,-42.749,-35.7311,-37.8958,-35.3893,-34.2396,-29.4863,-39.0742,-36.7927,-37.0543,-45.8446,-46.1888,-34.7127,-35.5529,-32.279,-34.9517,-40.3861,-43.6016,-44.3401,-44.171,-40.8174,-47.4824,-51.2539,-28.682,-31.9235,-42.8412,-39.7365,-30.9603,-34.2497,-35.2517,-35.0618,-29.6365,-36.9829,-34.9569,-44.7551,-31.4677,-33.8538,-42.3776,-39.9929,-33.4061,-43.5238,-38.7003,-41.3195,-27.7247,-42.4693,-53.0328,-42.215,-39.6575,-38.8431,-37.7963,-40.3927,-45.8245,-45.3088,-38.2139,-41.3088,-36.2823,-34.3801,-36.4854,-37.3313,-32.9159,-37.9333,-31.9982,-30.2816,-34.8908,-30.1623,-38.1084,-38.8704,-34.0941,-39.5104,-43.1843
-4198.75,0.964141,0.245328,4,15,0,4211.01,73.1125,33.532,212.123,63.3093,83.3795,73.4564,22.367,60.0286,16.9366,99.6079,171.64,30.104,196.361,0.35591,0.0912232,0.243179,0.217403,0.200954,0.163525,0.0792791,0.122546,0.319115,0.122647,0.135724,0.066227,0.0621789,0.0875814,-1.65373,0.591603,-33.9225,-37.4228,-32.158,-47.139,-41.9405,-39.9563,-38.5913,-49.4519,-39.5911,-36.0084,-49.1534,-35.8994,-40.1497,-37.4228,-42.5526,-50.7051,-42.6906,-35.5702,-41.2055,-44.9944,-34.3108,-41.0781,-44.3191,-39.8361,-40.9911,-34.3137,-33.5327,-38.3264,-42.7028,-32.8065,-32.445,-38.2409,-37.9988,-33.1569,-39.0074,-33.5919,-30.5386,-49.7252,-37.7321,-42.9838,-42.724,-41.2465,-36.3286,-39.1797,-34.6243,-34.121,-29.5874,-39.3081,-36.1269,-35.9346,-45.5339,-47.4454,-34.8403,-35.6435,-32.9825,-35.2026,-39.8222,-44.5439,-45.4351,-42.6723,-40.3527,-46.4488,-51.2876,-27.5894,-32.4095,-43.6435,-39.725,-31.5784,-34.529,-36.8978,-33.6203,-30.245,-36.9845,-34.9746,-45.1841,-31.8047,-35.4051,-41.6403,-40.2844,-33.5408,-42.6035,-38.3095,-41.358,-26.3988,-41.8842,-53.1072,-42.4127,-41.4983,-39.2197,-37.8393,-40.048,-43.9877,-43.5711,-38.2606,-40.07,-36.3736,-35.2382,-37.4508,-37.6848,-32.7049,-37.9264,-32.7117,-30.649,-35.7961,-29.7699,-38.5213,-38.1451,-33.8617,-39.5148,-41.7188
-4193.52,0.993404,0.245328,4,15,0,4213.24,80.6157,32.9949,211.027,50.7503,76.8834,66.3018,22.247,61.0013,13.817,104.359,159.682,27.1408,120.979,0.332523,0.103511,0.210549,0.179622,0.243179,0.193041,0.0820627,0.143152,0.270598,0.148591,0.127916,0.054945,0.0881449,0.0739053,-1.89347,0.504974,-34.5047,-37.5143,-32.2095,-47.949,-41.5994,-40.259,-39.0564,-48.8078,-39.6239,-35.8577,-49.4773,-35.8142,-40.2009,-37.2538,-41.6579,-50.9544,-43.0148,-35.2791,-40.8367,-44.656,-34.3046,-41.1758,-44.6092,-40.4152,-40.9256,-33.9638,-33.2625,-38.4184,-42.3925,-32.4056,-32.2472,-38.284,-38.3402,-32.9534,-38.5221,-33.1078,-29.6381,-48.5597,-38.4849,-43.4839,-44.5093,-41.0012,-35.5185,-39.1079,-34.8312,-34.0468,-29.7384,-38.8991,-36.4094,-35.8537,-46.067,-47.0084,-34.6945,-36.4093,-32.9159,-34.9606,-39.5739,-45.4197,-46.0818,-42.6802,-40.343,-46.3755,-51.7336,-27.8994,-32.496,-43.2095,-39.6591,-31.2868,-34.5318,-36.6632,-33.7569,-30.0552,-36.7138,-34.8087,-45.4801,-31.6088,-34.381,-41.5065,-40.1421,-33.5014,-42.8303,-38.4633,-40.834,-26.4148,-41.7481,-53.8342,-42.474,-40.1557,-38.9832,-37.6537,-39.7972,-44.121,-43.6316,-38.1611,-40.0387,-36.4618,-34.7262,-36.7149,-37.5324,-32.9421,-37.599,-32.4148,-30.5289,-35.0159,-29.7555,-38.4012,-38.0864,-33.8657,-39.4763,-42.3721
-4193.79,0.952165,0.245328,4,15,0,4206.87,79.2586,27.5107,220.335,49.6349,81.4705,75.3832,22.2787,58.761,16.6057,106.619,159.958,25.4259,198.165,0.313908,0.0908908,0.181128,0.171111,0.222207,0.231321,0.0750418,0.102445,0.269582,0.187476,0.107786,0.0508861,0.112719,0.103991,-1.7612,0.471194,-34.8797,-36.8439,-31.5483,-48.2731,-41.8287,-40.2395,-38.5254,-47.8019,-39.2204,-35.5231,-49.3624,-35.7782,-39.756,-37.7825,-41.862,-49.5047,-43.118,-35.3375,-40.1159,-45.1835,-34.1599,-41.3164,-44.607,-40.3871,-40.6677,-33.4446,-33.3078,-38.3284,-42.3049,-33.0491,-32.465,-38.9239,-37.5409,-33.0536,-39.0349,-32.7546,-30.2226,-48.5653,-37.3039,-42.3502,-45.3619,-40.9194,-35.0979,-37.4466,-34.9304,-34.0156,-29.6527,-38.6392,-36.3151,-36.5155,-45.8915,-47.1606,-34.8553,-35.6293,-32.3587,-35.114,-39.9951,-44.1001,-45.13,-44.2857,-40.4877,-47.677,-50.9227,-28.0268,-32.4761,-43.074,-39.2686,-30.7803,-34.5421,-37.2464,-34.6861,-29.6643,-37.5439,-35.1645,-44.6366,-31.9508,-34.2247,-41.3318,-39.6546,-33.6496,-42.6274,-38.4966,-41.3384,-27.4902,-41.6204,-53.4785,-42.9657,-42.3289,-38.7353,-37.4623,-40.6195,-45.3285,-45.174,-38.1431,-40.5561,-36.4206,-34.5159,-36.6792,-37.6513,-32.7962,-37.406,-31.9895,-30.3584,-34.6209,-30.4784,-38.4696,-38.6255,-33.7992,-39.4387,-42.8603
-4193.22,0.768221,0.245328,4,15,0,4210.96,80.2727,29.4411,220.946,50.8953,80.5212,71.1044,23.55,58.883,15.822,109.554,160.214,26.4969,183.236,0.298915,0.0980805,0.194906,0.154367,0.198882,0.226177,0.0573353,0.087947,0.268235,0.20433,0.133962,0.0562829,0.0980868,0.114733,-1.51214,0.754384,-35.0118,-36.9767,-31.7113,-48.324,-41.2341,-40.047,-38.6578,-47.8475,-39.0724,-35.5695,-49.0538,-35.7094,-39.5646,-37.8964,-41.8248,-49.9559,-42.9909,-35.1886,-40.4667,-45.3883,-34.0432,-41.5277,-44.4088,-40.2625,-40.933,-33.4828,-33.7255,-38.0232,-42.5225,-32.5778,-32.3498,-38.4134,-37.7121,-33.1118,-38.7389,-32.8133,-29.1257,-49.3946,-37.7254,-42.8712,-45.8245,-40.8213,-35.1267,-37.9126,-34.6778,-34.1463,-29.7039,-38.5252,-36.4475,-36.2264,-45.9893,-47.0511,-34.8066,-36.219,-32.2689,-34.9084,-39.9716,-45.2263,-45.1618,-43.8911,-40.4859,-47.3508,-51.2126,-28.0243,-32.1759,-42.9671,-39.1022,-30.9312,-34.6734,-36.0991,-34.8859,-29.7411,-37.4,-34.7426,-44.7907,-32.2376,-34.5065,-41.0941,-39.8331,-33.6252,-42.2319,-38.3492,-41.3992,-27.7542,-42.1706,-54.1131,-43.1102,-42.6181,-38.4664,-37.2588,-40.2436,-45.0669,-44.5597,-37.8894,-40.5563,-36.4962,-34.6598,-36.7002,-37.6438,-32.6351,-37.2593,-31.9559,-30.4963,-34.4675,-30.1698,-38.514,-38.2941,-33.4961,-39.4425,-42.6624
-4194.3,0.916845,0.245328,4,15,0,4208.08,80.4488,29.8715,223.887,51.1568,81.014,69.1551,23.511,61.2898,15.302,108.847,155.872,26.661,178.817,0.29436,0.0743899,0.180731,0.160137,0.196249,0.233241,0.0541602,0.083012,0.266911,0.205736,0.128207,0.053089,0.0991801,0.0841044,-1.53028,0.776326,-34.9151,-37.1372,-31.6598,-48.6272,-41.433,-40.6239,-38.7281,-47.5281,-39.0397,-35.4763,-49.1472,-35.6721,-39.9977,-37.6761,-42.1765,-50.0226,-42.9601,-35.341,-40.2253,-45.8764,-34.0511,-41.2887,-44.9914,-40.3685,-40.9116,-33.4676,-33.5347,-38.0061,-42.234,-32.6256,-32.1185,-38.5885,-37.7374,-32.9396,-38.8911,-32.8085,-28.7607,-49.157,-37.6295,-43.229,-46.0447,-40.6979,-35.1008,-37.9682,-34.7875,-34.0378,-29.704,-38.4861,-36.3807,-36.1664,-45.8672,-46.9953,-34.5776,-36.0919,-32.2516,-34.8775,-39.8977,-45.2212,-45.4503,-44.0043,-40.5794,-47.7115,-51.1094,-27.9397,-32.0905,-42.8256,-39.4866,-31.2732,-34.6953,-35.8435,-34.5516,-29.6786,-37.3337,-34.9024,-45.2831,-31.9204,-33.9596,-41.448,-39.5744,-33.4864,-43.0378,-38.4369,-41.0602,-27.5357,-42.2054,-54.2511,-42.6998,-42.0669,-38.5086,-37.3386,-39.9401,-45.0576,-44.5947,-37.9531,-40.4896,-36.39,-34.7156,-37.1798,-37.3717,-32.6739,-37.1778,-31.9821,-30.7098,-34.2531,-30.2907,-38.2521,-38.26,-33.5581,-39.173,-42.578
