lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.285945
# Diagonal elements of inverse mass matrix:
# 0.047283, 0.00808208, 0.0267171, 0.0192037, 0.00799352, 0.0141784, 0.016759, 0.00549323, 0.0383427, 0.0386746, 0.0347925, 0.0114097, 0.200294, 0.0201165, 0.197517, 0.0430466, 0.0163944, 0.0832728, 0.0371985, 0.0534652, 0.113465, 0.0492986, 0.0650308, 0.158671, 0.0409211, 0.0256407, 0.089196, 0.0233717, 0.140292
-4210.99,0.530106,0.285945,4,31,0,4225.6,55.831,27.4337,177.526,52.4062,60.1111,51.1381,19.0606,43.9053,20.2547,127.972,121.17,26.6481,150.74,0.0951248,-1.49467,-1.27895,-1.40091,-1.22846,-1.78288,-1.40914,-1.42573,-1.87817,-0.7032,-0.773947,-1.12707,-1.34814,-1.5007,-1.26808,0.406326,0.224322,0.27833,0.246372,0.292742,0.168154,0.244353,0.240334,0.15287,0.494999,0.461189,0.323983,0.259723,0.222975,-33.4577,-40.1914,-33.1469,-48.9837,-39.629,-36.7429,-40.4188,-45.4673,-39.7579,-36.1318,-49.9377,-38.1059,-40.5074,-38.3246,-38.5336,-51.1407,-45.0422,-36.586,-40.1695,-44.3683,-34.671,-43.5463,-42.7051,-39.5032,-39.0936,-33.4232,-35.2343,-38.5381,-42.03,-32.5042,-32.5625,-38.8048,-38.2459,-33.3271,-39.786,-32.245,-28.5253,-50.0101,-37.3417,-44.272,-45.0522,-42.0559,-35.0186,-36.7867,-35.054,-33.7896,-29.6351,-39.0666,-39.4319,-37.2933,-45.2379,-46.0156,-34.6268,-35.7198,-32.4981,-35.898,-40.5522,-45.4969,-42.2858,-43.4931,-42.6006,-46.918,-50.965,-28.0117,-31.5943,-41.4724,-40.0063,-31.5032,-35.4315,-40.6603,-33.4138,-30.5401,-37.6456,-35.8292,-44.5335,-30.8091,-32.3321,-41.8162,-41.2233,-32.7181,-38.2276,-40.0948,-41.8959,-27.5261,-44.245,-51.6649,-43.8126,-40.4935,-39.1408,-36.3991,-40.095,-44.364,-43.5926,-38.8326,-42.1366,-38.1275,-34.6332,-34.6212,-39.4418,-33.643,-38.0941,-31.9426,-31.0817,-33.051,-30.9042,-41.5506,-38.5456,-33.3195,-41.876,-45.079
-4210.93,0.834075,0.285945,4,15,0,4228.24,63.8876,24.3966,168.556,49.1058,53.6359,57.7033,21.4236,42.4831,14.938,112.123,118.485,28.578,139.673,0.128069,-1.02569,-1.29708,-1.35879,-1.31977,-1.79516,-1.28956,-0.636034,-1.55111,-1.26583,-0.841968,-0.974657,-0.969637,-1.19184,-1.26522,0.322816,0.358551,0.27333,0.256971,0.267198,0.166101,0.275391,0.529388,0.212012,0.282005,0.430862,0.377322,0.379221,0.303661,-36.1169,-38.7395,-32.7666,-49.7032,-40.3037,-37.2868,-40.2867,-46.5071,-39.9199,-36.1984,-50.3899,-37.5679,-40.2105,-37.6319,-38.2914,-50.2633,-44.3228,-35.9722,-40.3894,-43.8171,-34.6921,-44.7714,-42.9613,-40.1943,-39.8605,-33.7118,-33.7008,-38.9857,-44.131,-33.4382,-33.4768,-39.2684,-38.315,-33.616,-39.8553,-32.4762,-30.7586,-49.3957,-37.781,-43.4411,-44.2846,-41.0248,-35.2531,-37.6347,-34.8208,-33.5105,-30.0875,-39.9428,-38.0882,-36.4419,-46.041,-46.3259,-34.7146,-35.3228,-32.9696,-36.1899,-40.1165,-45.6103,-42.9162,-42.6093,-41.4871,-45.3572,-50.714,-28.033,-31.3395,-41.68,-39.1876,-31.3425,-35.4031,-42.1876,-33.5602,-30.8768,-37.482,-36.3801,-44.5314,-30.3476,-34.4782,-40.995,-40.5731,-32.4417,-37.2935,-39.568,-42.7537,-26.6461,-42.6741,-52.3409,-43.0619,-40.1755,-39.3762,-36.3432,-40.246,-44.0898,-43.0477,-39.0285,-41.5359,-38.2626,-34.7852,-34.3468,-39.9506,-33.739,-38.6057,-32.2269,-30.836,-33.6133,-30.7501,-41.7342,-38.3413,-33.523,-42.6184,-43.5208
-4209.73,0.722667,0.285945,4,15,0,4223.97,73.1712,24.9729,165.182,44.9614,56.2746,53.5,19.9373,44.3984,20.606,114.923,121.324,28.0185,146.386,0.113272,-0.70839,-1.25089,-1.31001,-1.40274,-1.77052,-1.33922,-1.25008,-1.75829,-1.23123,-0.643919,-1.24707,-1.2866,-1.16664,-1.1479,0.367906,0.492436,0.286249,0.269817,0.245923,0.170244,0.262049,0.286481,0.172339,0.291932,0.52523,0.287345,0.276208,0.311411,-35.0835,-39.2,-32.6282,-50.4077,-39.1739,-36.8273,-40.5862,-46.1645,-40.1015,-35.8584,-49.7843,-37.8256,-39.6379,-37.4506,-39.0255,-50.1501,-44.8665,-35.7909,-40.8058,-42.6612,-34.8258,-44.2646,-42.537,-39.4827,-40.2866,-33.0986,-34.2995,-38.7797,-43.3378,-32.708,-32.9963,-38.6516,-38.5705,-33.5828,-39.7788,-32.3705,-29.4471,-51.0672,-36.7372,-43.3708,-44.7515,-42.9217,-35.7649,-36.8697,-35.1962,-34.1047,-29.2219,-39.5666,-39.4061,-37.8082,-45.6999,-46.3047,-35.1139,-35.5349,-32.7793,-35.7715,-40.446,-44.6032,-41.8099,-43.1584,-41.9687,-47.4841,-51.0578,-27.2742,-31.3287,-41.9706,-39.2081,-31.3176,-35.3307,-40.7315,-33.648,-30.6989,-38.045,-35.637,-43.3959,-30.7727,-33.856,-40.989,-40.5989,-32.846,-37.5547,-39.7213,-42.6464,-27.7076,-43.7636,-51.3754,-44.1075,-39.0286,-39.0955,-37.0108,-40.0978,-44.504,-43.8122,-38.6254,-41.7133,-38.1378,-34.6333,-34.4337,-39.6342,-33.2158,-38.4357,-31.925,-31.0753,-33.4736,-31.1954,-41.6301,-38.6144,-33.1717,-42.1228,-44.7375
-4214.72,0.97894,0.285945,4,15,0,4226.44,71.0876,26.6085,170.538,54.9246,54.8994,44.89,21.1084,44.656,17.9815,123.743,108.47,27.3428,222.54,0.0947434,-1.18799,-1.14054,-1.38631,-1.51161,-1.74697,-1.66565,-0.778552,-1.66244,-1.05656,-0.813222,-1.1716,-1.39124,-1.27074,-1.18677,0.422143,0.304834,0.319646,0.249995,0.220554,0.174301,0.189067,0.45907,0.189675,0.347648,0.443427,0.309872,0.248768,0.280624,-34.4812,-40.3073,-33.3568,-50.5606,-39.3806,-37.1829,-41.1511,-46.1425,-39.6927,-35.3489,-49.6821,-38.1386,-39.8824,-38.3885,-38.3953,-49.7752,-44.8499,-35.7835,-39.6328,-42.8598,-34.6391,-43.1385,-43.3312,-40.0503,-39.4599,-33.1204,-33.7028,-39.1678,-42.618,-32.3832,-32.8119,-39.5056,-38.8628,-33.7223,-39.9388,-32.5544,-27.728,-48.2895,-37.687,-43.2828,-46.2274,-42.0787,-35.2594,-37.2885,-35.3302,-33.068,-30.9578,-40.0324,-39.6194,-37.4002,-45.7479,-46.0433,-34.5363,-35.2069,-32.2973,-36.2223,-39.8697,-45.2198,-42.9385,-42.6908,-42.1413,-46.3941,-51.4343,-28.166,-32.1989,-40.9637,-40.007,-32.6193,-36.0369,-39.5557,-33.1757,-30.4572,-38.1226,-36.5884,-45.6774,-31.7842,-32.9366,-42.1058,-41.6492,-32.5071,-38.7631,-39.6902,-41.8048,-26.8168,-43.4012,-53.2529,-43.7222,-40.8992,-39.4308,-36.9403,-40.2542,-43.8839,-42.8816,-39.0823,-41.7393,-38.5428,-33.8844,-34.6237,-38.9958,-34.1216,-38.4093,-31.9516,-31.6047,-33.1207,-30.8421,-40.7121,-38.5039,-33.4731,-41.5082,-44.1997
-4214.98,0.982538,0.285945,5,47,0,4231.44,85.0149,35.1986,181.564,66.9612,62.0624,46.7476,25.9116,53.2513,16.274,127.325,132.129,27.219,249.701,0.114029,-0.64224,-0.919956,-1.23908,-1.04466,-1.68572,-1.73623,-0.678051,-1.51335,-0.912567,-0.625394,-1.07782,-1.30321,-1.10372,-1.25235,0.619585,0.526113,0.398536,0.289651,0.351812,0.185311,0.176184,0.507605,0.22017,0.401492,0.535051,0.340336,0.271658,0.331634,-34.5634,-40.8999,-32.8968,-46.4047,-39.5078,-36.3728,-38.4687,-46.9405,-40.4037,-36.6367,-48.9145,-38.3536,-38.9676,-39.1823,-39.1578,-50.9329,-44.2381,-35.5834,-42.3153,-42.8807,-34.3536,-43.6975,-42.6673,-39.5707,-39.8184,-33.8217,-34.2307,-39.277,-43.4276,-32.2174,-32.9576,-39.4737,-39.2064,-33.6574,-38.5736,-33.01,-28.0624,-51.347,-36.9062,-42.8336,-45.9864,-41.9539,-35.231,-38.1352,-35.013,-33.577,-31.7,-39.9194,-39.2874,-37.0647,-45.618,-46.1112,-34.6656,-34.9791,-32.6274,-35.6476,-39.7837,-45.4974,-44.4016,-42.9743,-41.5497,-47.3753,-50.9501,-28.0551,-32.2697,-41.3516,-39.2857,-32.2572,-35.6615,-39.5972,-33.3395,-30.9618,-37.0814,-36.3827,-45.8419,-31.9584,-34.1517,-41.0304,-40.8491,-32.8222,-38.475,-39.2566,-42.0825,-26.9673,-43.188,-52.6226,-43.6531,-41.8453,-39.0193,-36.7479,-40.2783,-44.2266,-43.2372,-38.7233,-41.337,-38.0033,-33.5787,-34.0212,-39.1405,-33.8747,-38.1572,-32.0341,-31.3178,-33.209,-29.9469,-40.852,-38.4363,-33.2974,-42.2135,-43.3363
-4212.38,0.974967,0.285945,4,31,0,4229.6,57.5693,28.3276,222.233,48.462,75.8607,63.2232,21.2212,54.4632,19.5742,120.921,124.608,29.9034,191.878,0.139444,-1.33843,-1.39039,-1.09069,-1.2655,-1.48403,-1.08022,-1.10085,-1.56471,-1.15715,-0.852135,-1.19222,-1.18137,-1.40353,-1.27151,0.309181,0.262257,0.248979,0.335983,0.282099,0.226721,0.339521,0.332588,0.209149,0.314382,0.426504,0.303548,0.306859,0.245728,-35.1157,-38.4422,-32.5805,-48.7569,-40.1807,-37.4541,-39.1626,-45.7507,-39.1072,-36.243,-49.251,-38.2846,-39.524,-38.2121,-40.1083,-50.1746,-43.7207,-36.1348,-41.2623,-44.8057,-34.411,-44.5121,-42.5309,-39.3078,-39.6929,-33.7548,-34.1602,-38.5056,-43.4293,-33.0214,-33.359,-39.133,-38.8251,-33.4606,-39.4226,-32.7302,-32.3216,-52.593,-37.1194,-43.9958,-45.5504,-41.5796,-35.4013,-38.4277,-34.536,-33.8486,-30.0407,-39.1555,-37.979,-36.6147,-45.2213,-46.5374,-34.4716,-34.8964,-32.765,-35.9648,-40.4005,-46.1106,-44.7094,-43.4605,-41.7829,-47.6984,-50.5381,-28.1491,-30.8447,-41.3804,-39.3399,-30.9009,-35.2972,-41.5849,-34.0887,-30.7182,-37.2017,-35.7977,-45.5395,-31.9467,-34.2604,-41.0581,-39.9613,-32.8795,-38.0404,-39.1846,-42.6952,-27.1792,-43.3821,-51.6166,-43.3048,-43.9072,-38.6143,-36.634,-40.0045,-44.7276,-43.7393,-38.4916,-41.5979,-37.6025,-34.3993,-34.8055,-39.6404,-33.7425,-38.0692,-32.1127,-29.7908,-33.64,-30.5543,-41.4858,-38.3341,-32.772,-42.4854,-43.1337
-4209.71,0.874755,0.285945,4,15,0,4226.23,69.3419,32.885,197.478,59.6925,60.8459,51.7162,21.3034,56.6654,15.1433,119.995,128.405,28.013,109.005,0.121469,-1.17646,-1.1692,-1.33813,-1.41482,-1.6606,-1.49226,-1.12495,-1.50167,-1.08124,-0.991376,-1.12784,-1.31047,-1.08064,-1.31531,0.377288,0.308368,0.310614,0.262337,0.24297,0.190026,0.224864,0.32467,0.222757,0.339174,0.371066,0.323732,0.269692,0.339377,-34.5655,-39.3811,-33.118,-49.9478,-39.9662,-36.7448,-41.0829,-46.7566,-40.0783,-35.6422,-49.8568,-37.5084,-40.1675,-37.4197,-39.7534,-51.3765,-44.1592,-35.5575,-41.1901,-44.6324,-34.1524,-43.5785,-43.0786,-39.4993,-39.6623,-33.4064,-33.6419,-38.4586,-43.3297,-31.9884,-32.5786,-38.8094,-39.469,-33.3947,-39.0455,-32.6735,-28.607,-52.1286,-38.7815,-44.9736,-46.8861,-41.4835,-35.4453,-38.7883,-34.5899,-32.9977,-31.1369,-39.6925,-39.2909,-36.2789,-46.4923,-46.0026,-34.0012,-35.8961,-32.1905,-35.4487,-39.3666,-47.2159,-45.9038,-42.0937,-41.1492,-46.3478,-51.9177,-27.9131,-31.7861,-41.5954,-39.3808,-32.2843,-35.6044,-40.0869,-33.1064,-30.4121,-36.9017,-36.1269,-47.4972,-31.8199,-34.1513,-40.9155,-41.1725,-32.3672,-38.2667,-39.0586,-41.5793,-26.5163,-43.2076,-54.3967,-43.5996,-40.6629,-38.7716,-36.8315,-39.2155,-43.4765,-42.3163,-38.3718,-41.0399,-37.6549,-33.8903,-34.6999,-38.8482,-33.5673,-37.8581,-32.0115,-30.9221,-33.1207,-29.9079,-40.6448,-37.4625,-32.7563,-41.7575,-43.7888
-4212.48,0.854104,0.285945,4,31,0,4222.26,61.6864,29.5817,194.249,55.0423,69.4126,52.2553,21.2861,50.1199,13.462,134.968,118.559,27.0073,145.048,0.141414,-1.24074,-0.969326,-1.1811,-0.96117,-1.80487,-1.74644,-0.98887,-1.63239,-1.09297,-0.728456,-1.09181,-1.31633,-1.37285,-1.1826,0.24207,0.28917,0.379339,0.306942,0.382445,0.164496,0.174394,0.371997,0.195462,0.335219,0.482654,0.335607,0.268118,0.253383,-35.3879,-41.7042,-32.7202,-47.3589,-40.3616,-36.9902,-38.3211,-45.9717,-40.7935,-36.8515,-49.9171,-38.8128,-39.9867,-38.9427,-38.562,-50.7296,-44.3752,-36.3769,-41.4078,-43.9704,-34.3752,-44.1779,-43.1539,-39.7051,-39.1774,-33.1707,-33.7178,-39.3042,-43.0583,-32.9964,-32.7388,-40.0377,-38.1849,-32.768,-38.8623,-31.7805,-28.9854,-51.5159,-36.3464,-41.6169,-45.6623,-41.007,-34.3997,-37.0643,-34.9876,-33.2232,-30.7006,-39.0818,-38.6161,-37.1399,-45.8864,-45.8275,-34.3226,-34.505,-32.3252,-35.5362,-40.0424,-46.8076,-43.3074,-44.3477,-42.0565,-48.8575,-50.7737,-27.9224,-31.2852,-41.9347,-39.0966,-31.2508,-34.7017,-41.9018,-33.5556,-30.5302,-37.8004,-36.4334,-45.4894,-30.0849,-33.736,-41.5803,-40.399,-32.0066,-38.1787,-39.2313,-42.5563,-27.8444,-43.6042,-53.5961,-43.6616,-41.2978,-38.7723,-36.525,-40.5999,-45.5637,-44.4955,-38.5599,-42.1213,-37.2842,-33.7623,-34.37,-39.1489,-33.6296,-37.8764,-31.1659,-30.3747,-32.748,-30.4796,-41.0577,-39.0744,-32.7931,-42.3678,-44.1752
-4210.75,0.830715,0.285945,4,31,0,4227.25,67.0919,23.7856,174.412,41.4734,68.1698,62.1683,21.7391,46.9317,25.127,126.603,136.669,26.9336,166.754,0.113136,-1.07838,-1.44987,-1.39506,-1.4235,-1.82797,-1.36876,-1.09544,-1.58926,-1.05403,-0.613843,-0.927295,-1.29468,-1.48487,-1.27694,0.37942,0.340145,0.234601,0.247819,0.24087,0.16074,0.254423,0.334391,0.204077,0.348529,0.541267,0.395622,0.273986,0.226531,-34.5931,-39.3875,-32.2523,-49.8025,-39.8466,-36.6521,-39.8907,-45.2896,-39.7876,-36.7195,-49.5859,-37.5988,-39.5587,-37.6732,-38.003,-50.1669,-43.7562,-35.9562,-41.6869,-43.8272,-34.1628,-44.0688,-41.9001,-39.4904,-39.3265,-33.5925,-34.8692,-38.9331,-43.1443,-33.4424,-33.4123,-39.6819,-37.9089,-33.4493,-39.9559,-31.9697,-30.7729,-50.2868,-36.5592,-43.6572,-44.6133,-41.1005,-34.5973,-36.8268,-34.5654,-33.8152,-29.4173,-39.0959,-38.1716,-37.191,-45.0872,-46.1409,-34.8918,-35.44,-32.5775,-36.2138,-40.8489,-44.5298,-43.1191,-44.5856,-41.8818,-47.5344,-50.5186,-27.8726,-31.188,-41.9871,-39.4451,-30.9782,-35.2834,-42.0812,-34.167,-31.1975,-38.3521,-36.1584,-44.1765,-30.873,-34.0697,-41.4742,-39.9609,-32.7691,-37.408,-39.6894,-43.3848,-28.122,-43.4347,-50.5961,-43.2769,-40.8294,-39.0688,-36.0551,-40.4719,-45.2795,-44.1146,-39.1333,-42.3523,-38.373,-34.7101,-34.5744,-40.0562,-33.5933,-38.4109,-31.6918,-30.8442,-33.33,-31.2303,-42.0052,-38.8984,-33.3686,-42.4894,-44.067
-4208.3,0.885439,0.285945,3,7,0,4222.82,77.6211,24.0691,179.183,43.1885,63.6182,56.8994,20.5899,48.227,22.0908,129.766,135.163,25.4384,175.269,0.10109,-1.16103,-1.32445,-1.35507,-1.33555,-1.82012,-1.29786,-0.890072,-1.62183,-0.983788,-0.694977,-1.03475,-1.21383,-1.42403,-1.34927,0.33158,0.313165,0.26595,0.257929,0.263013,0.162006,0.273114,0.410626,0.197538,0.373892,0.499086,0.355314,0.297058,0.240741,-34.149,-39.1294,-32.2972,-49.2634,-40.1771,-36.7005,-39.7455,-44.9092,-39.844,-36.4628,-49.6942,-37.2111,-39.776,-37.7998,-38.2281,-49.985,-44.4703,-35.9309,-41.5778,-43.4394,-34.0434,-43.777,-41.9893,-40.05,-39.354,-33.6017,-34.3923,-38.896,-42.8535,-33.0491,-33.1009,-39.6835,-38.2637,-33.4037,-39.6222,-32.1751,-29.5149,-49.5077,-36.8735,-42.8915,-46.0109,-41.8364,-34.6484,-36.7132,-34.8031,-33.9656,-29.6177,-39.4429,-38.7746,-37.4014,-45.7973,-46.138,-34.8526,-35.4847,-32.5957,-35.9753,-40.8482,-44.4664,-43.6807,-43.9142,-41.4747,-47.6564,-50.8443,-28.0012,-32.0271,-40.9732,-39.3151,-31.2164,-35.5629,-40.4588,-34.1923,-30.866,-37.7552,-36.1877,-44.2055,-30.9905,-33.5844,-41.7446,-40.8427,-33.0792,-37.8894,-39.6022,-43.2972,-27.9056,-43.4785,-51.5193,-44.3938,-40.6975,-38.9091,-36.8432,-40.3574,-44.9327,-43.8037,-38.7406,-42.2122,-38.1767,-34.6057,-34.338,-39.6153,-33.6325,-38.1923,-31.7452,-31.0338,-33.2804,-30.8333,-41.5231,-38.8344,-33.1355,-42.0725,-44.5968
-4207.92,0.973328,0.285945,4,15,0,4222.64,66.1226,25.7163,175.809,46.1498,55.9603,50.2317,19.9154,48.4522,24.8861,138.289,120.506,26.8055,186.388,0.108897,-1.0149,-1.38489,-1.37973,-1.39799,-1.87216,-1.62986,-1.26892,-1.63651,-1.13664,-0.386779,-1.19714,-1.20256,-1.36453,-1.31296,0.397255,0.36244,0.25035,0.251646,0.247094,0.153792,0.195957,0.281136,0.194658,0.320896,0.679241,0.302058,0.300425,0.255501,-34.4105,-39.6253,-32.5838,-50.1251,-39.2356,-37.1228,-40.1079,-45.7724,-39.4852,-35.6282,-49.4931,-36.8133,-39.7368,-37.9511,-38.0648,-50.4005,-44.4212,-35.9319,-40.5043,-44.604,-34.3321,-43.6843,-42.6695,-39.3879,-39.7446,-33.1094,-34.2761,-38.9399,-42.7169,-32.8952,-32.8548,-39.2074,-38.7667,-33.3792,-39.9389,-31.9488,-29.0383,-50.2234,-36.6577,-43.8466,-44.9485,-42.0615,-35.2299,-37.5025,-35.0154,-33.806,-29.7995,-39.5952,-39.3996,-37.179,-45.5427,-46.0828,-34.7539,-35.2709,-32.6365,-35.8067,-40.3345,-45.3369,-42.4731,-43.2077,-41.911,-46.8254,-50.621,-27.4736,-31.7798,-41.5265,-39.4248,-31.2952,-35.3605,-40.7709,-33.7734,-30.7448,-37.9382,-36.5001,-44.5986,-30.2063,-33.4253,-41.2329,-41.1135,-32.4117,-38.343,-39.8159,-42.3705,-27.7116,-44.0902,-51.2621,-43.8414,-40.9898,-39.1001,-36.9058,-40.3597,-44.4838,-43.4911,-38.768,-41.924,-38.1627,-34.9579,-34.8203,-39.465,-33.408,-38.1946,-31.7153,-31.1195,-33.0537,-31.1244,-41.4655,-38.4802,-33.1749,-42.0156,-44.3266
-4209.07,0.838825,0.285945,4,15,0,4222.01,83.0733,26.4981,191.267,48.4237,59.2553,53.9705,18.8406,44.4507,22.4906,119.945,127.148,30.9405,165.473,0.111535,-0.99705,-1.284,-1.3288,-1.39993,-1.9539,-1.42662,-1.10606,-1.73261,-1.02803,-0.845713,-1.09623,-1.43335,-1.5386,-1.12865,0.364662,0.368966,0.276927,0.264796,0.246614,0.141721,0.24012,0.330861,0.176822,0.35771,0.429251,0.334127,0.23851,0.214681,-34.3346,-39.0852,-32.8462,-49.9378,-39.2507,-36.6586,-40.4635,-45.3425,-39.4989,-35.5865,-49.624,-38.515,-39.7358,-37.5053,-38.5124,-49.1824,-43.901,-35.4517,-40.7985,-43.2035,-34.5266,-44.4841,-42.7438,-39.6638,-39.4199,-32.8202,-33.7698,-38.4071,-42.944,-32.6878,-32.986,-39.0404,-37.7137,-33.5059,-40.1085,-32.3016,-29.0339,-50.1014,-37.8824,-44.0105,-44.8045,-41.7235,-35.0909,-36.4913,-34.5218,-33.3879,-30.6294,-39.1039,-38.4229,-37.3534,-45.3171,-46.4477,-34.5206,-35.7743,-32.4253,-35.839,-40.1855,-45.5729,-42.9046,-43.1117,-42.0381,-47.1772,-50.9609,-27.8985,-31.3504,-41.2369,-39.3142,-31.8821,-35.8552,-41.5652,-33.5129,-30.6393,-38.7282,-35.8594,-44.3403,-30.8795,-33.8855,-41.7788,-40.8533,-32.7611,-38.1559,-40.1985,-42.694,-27.2391,-43.5103,-52.1367,-43.8876,-41.0758,-38.9208,-36.4487,-39.8768,-44.6029,-43.2608,-38.5836,-41.9801,-38.5368,-34.6114,-34.8901,-39.8337,-33.7609,-38.0873,-31.8805,-31.7272,-33.4775,-31.1158,-41.9701,-38.4665,-33.204,-42.6978,-44.0494
-4206.21,0.917398,0.285945,4,15,0,4218.9,59.5206,29.2192,185.578,64.0367,67.61,53.7799,26.6011,54.9654,17.0558,123.457,124.726,28.2819,147.292,0.135847,-1.47671,-1.1645,-1.25074,-0.980041,-1.41354,-1.49608,-0.817351,-1.5101,-1.24199,-0.715141,-1.15159,-1.18981,-1.33817,-1.32259,0.332122,0.228388,0.312078,0.286292,0.375296,0.24328,0.224006,0.4416,0.220887,0.288808,0.489123,0.316135,0.304279,0.262325,-35.5963,-39.3089,-33.2335,-47.2666,-39.7463,-37.1493,-39.1286,-47.1337,-39.8898,-35.8541,-49.5411,-37.7049,-39.3802,-38.4565,-39.4538,-50.5219,-44.2384,-35.6496,-41.6048,-44.0563,-34.5262,-43.84,-42.5263,-39.7692,-39.9421,-33.5015,-33.8165,-38.7664,-43.5152,-32.5245,-32.8576,-39.0255,-39.575,-33.2502,-39.0612,-32.5741,-30.5562,-52.1143,-37.2627,-42.934,-46.4201,-41.7442,-35.3328,-38.7413,-34.9925,-33.4405,-30.076,-39.438,-39.0829,-36.8684,-46.1706,-45.8733,-34.2656,-35.4795,-32.563,-35.6392,-39.564,-46.4448,-44.8662,-42.709,-41.1993,-47.2885,-51.3714,-27.58,-31.9984,-41.7271,-38.9073,-31.3581,-35.0452,-40.5324,-33.2257,-30.4932,-36.8649,-36.252,-46.4738,-31.4353,-34.6071,-40.7105,-40.7847,-32.3456,-37.8247,-38.6988,-42.0007,-27.0997,-43.2435,-53.1676,-44.0927,-41.4321,-38.7796,-37.1873,-39.9817,-44.002,-43.2924,-38.3596,-41.1765,-37.405,-33.8602,-34.3065,-39.1165,-33.4757,-37.8094,-31.7564,-30.0383,-33.3413,-30.4994,-40.8409,-38.162,-33.0873,-41.8817,-43.7744
-4205.73,0.819617,0.285945,4,15,0,4220.36,84.3224,28.3233,190.452,60.558,59.7085,53.8505,20.1961,53.2006,18.6221,123.181,142.228,30.2294,178.318,0.124862,-0.779577,-1.36289,-1.32209,-0.977108,-1.87067,-1.44323,-1.24089,-1.54033,-0.888416,-0.900065,-1.04682,-1.27328,-1.31155,-1.25811,0.44291,0.4586,0.25592,0.266577,0.376398,0.15402,0.236163,0.289126,0.214311,0.411307,0.406543,0.351054,0.279913,0.269403,-34.0032,-38.8924,-32.7505,-46.9055,-39.5974,-36.5615,-38.9965,-46.5263,-39.652,-36.2077,-49.2547,-38.0711,-39.3599,-37.8868,-38.8205,-50.5736,-44.0003,-35.2952,-42.4416,-43.7774,-34.213,-44.6341,-42.1908,-39.4931,-39.482,-33.4338,-34.191,-38.3969,-43.6962,-32.2749,-33.0439,-38.6982,-38.8186,-33.3189,-38.9332,-32.2095,-29.7631,-52.7317,-37.5015,-43.9671,-45.8879,-41.7414,-35.3685,-37.957,-34.6073,-33.6605,-29.9512,-39.3947,-38.8068,-36.942,-45.7357,-46.2459,-34.4559,-35.5249,-32.6385,-35.4692,-39.933,-46.0837,-44.1611,-42.6212,-41.1605,-47.089,-50.7176,-27.5321,-31.4818,-41.3247,-38.8689,-31.286,-35.3569,-41.2451,-33.4843,-30.7907,-37.2438,-35.8336,-45.6293,-30.3379,-34.8847,-40.8064,-40.8591,-32.5383,-37.6544,-39.7601,-42.6304,-27.1757,-43.5602,-51.8897,-44.168,-41.8197,-38.73,-36.6503,-39.9058,-44.4909,-43.2221,-38.2396,-41.5438,-37.9186,-35.0133,-34.9713,-39.8734,-33.2677,-38.1363,-31.8133,-31.319,-33.412,-30.1195,-41.9533,-38.298,-33.0213,-42.9058,-43.6051
